employee_id,job_role,skill_name,proficiency_level,data_source
97,Laboratory Technician,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
97,Laboratory Technician,Data entry software,Intermediate,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Atlassian JIRA,Proficient,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Microsoft PowerPoint,Advanced,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Adobe Acrobat,Intermediate,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Autodesk AutoCAD,Intermediate,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
98,Manufacturing Director,Atlassian Confluence,Proficient,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Autodesk AutoCAD,Intermediate,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Adobe InDesign,Proficient,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Adobe Illustrator,Advanced,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
100,Sales Executive,Salesforce software,Proficient,Controlled_MVP_Benchmark_Seed42
101,Research Director,Science,Intermediate,Controlled_MVP_Benchmark_Seed42
101,Research Director,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
101,Research Director,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
101,Research Director,Active Learning,Advanced,Controlled_MVP_Benchmark_Seed42
101,Research Director,Mathematics,Intermediate,Controlled_MVP_Benchmark_Seed42
101,Research Director,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
101,Research Director,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
101,Research Director,Microsoft Office software,Advanced,Controlled_MVP_Benchmark_Seed42
101,Research Director,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
101,Research Director,IBM SPSS Statistics,Proficient,Controlled_MVP_Benchmark_Seed42
101,Research Director,ESRI ArcGIS software,Proficient,Controlled_MVP_Benchmark_Seed42
101,Research Director,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
101,Research Director,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
102,Research Director,Adobe Photoshop,Advanced,Controlled_MVP_Benchmark_Seed42
102,Research Director,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
102,Research Director,Microsoft Visio,Intermediate,Controlled_MVP_Benchmark_Seed42
102,Research Director,Writing,Intermediate,Controlled_MVP_Benchmark_Seed42
102,Research Director,Science,Advanced,Controlled_MVP_Benchmark_Seed42
102,Research Director,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
102,Research Director,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
102,Research Director,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
102,Research Director,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
102,Research Director,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
102,Research Director,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
102,Research Director,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Applicant tracking software,Proficient,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Adobe Creative Cloud software,Proficient,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Oracle HRIS,Intermediate,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Adobe Illustrator,Advanced,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Adobe InDesign,Advanced,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Workday software,Proficient,Controlled_MVP_Benchmark_Seed42
103,Human Resources,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Science,Intermediate,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Database software,Proficient,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Google Docs,Advanced,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Data entry software,Advanced,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,SAP software,Advanced,Controlled_MVP_Benchmark_Seed42
104,Laboratory Technician,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Git,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,GitHub,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Mathematics,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Apache Hadoop,Proficient,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Apache Spark,Intermediate,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,C++,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Science,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Amazon Web Services AWS software,Intermediate,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Ansible software,Advanced,Controlled_MVP_Benchmark_Seed42
105,Research Scientist,Docker,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Adobe Acrobat,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Autodesk AutoCAD,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Salesforce software,Proficient,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Adobe Illustrator,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Apple macOS,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Adobe Creative Cloud software,Advanced,Controlled_MVP_Benchmark_Seed42
106,Sales Executive,Adobe InDesign,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Writing,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Learning Strategies,Advanced,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Apache Hadoop,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Mathematics,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,C++,Advanced,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Docker,Advanced,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Go,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Apache Spark,Intermediate,Controlled_MVP_Benchmark_Seed42
107,Research Scientist,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Autodesk AutoCAD,Advanced,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Learning Strategies,Advanced,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Microsoft Office software,Intermediate,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
110,Manufacturing Director,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Learning Strategies,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Adobe Creative Cloud software,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Apache Hadoop,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Autodesk AutoCAD,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Amazon Web Services AWS software,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Apple macOS,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Atlassian JIRA,Advanced,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Adobe Acrobat,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Atlassian Confluence,Proficient,Controlled_MVP_Benchmark_Seed42
112,Manufacturing Director,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Autodesk AutoCAD,Advanced,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Adobe Illustrator,Intermediate,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
113,Sales Representative,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Google Docs,Advanced,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,SAP software,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Database software,Intermediate,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Billing software,Proficient,Controlled_MVP_Benchmark_Seed42
116,Laboratory Technician,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Apache Hadoop,Intermediate,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Google Workspace software,Advanced,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Microsoft Office software,Intermediate,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Google Analytics,Advanced,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
117,Healthcare Representative,Linux,Intermediate,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Adobe Acrobat,Proficient,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Salesforce software,Advanced,Controlled_MVP_Benchmark_Seed42
118,Sales Executive,Microsoft Office software,Intermediate,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,IBM SPSS Statistics,Advanced,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Google Workspace software,Proficient,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Salesforce software,Intermediate,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,HubSpot software,Advanced,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Amazon Web Services AWS software,Intermediate,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Apache Hadoop,Intermediate,Controlled_MVP_Benchmark_Seed42
119,Healthcare Representative,Google Analytics,Advanced,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Adobe InDesign,Intermediate,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Adobe Acrobat,Advanced,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
120,Sales Executive,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Adobe Illustrator,Advanced,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Adobe InDesign,Intermediate,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Adobe Acrobat,Proficient,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
121,Sales Executive,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Google Analytics,Proficient,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Intuit QuickBooks,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Linux,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,IBM SPSS Statistics,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,HubSpot software,Proficient,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Google Workspace software,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
124,Healthcare Representative,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Adobe Creative Cloud software,Advanced,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Adobe InDesign,Intermediate,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Adobe Acrobat,Proficient,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Salesforce software,Intermediate,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
125,Sales Executive,Microsoft Office software,Intermediate,Controlled_MVP_Benchmark_Seed42
126,Research Director,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
126,Research Director,IBM SPSS Statistics,Intermediate,Controlled_MVP_Benchmark_Seed42
126,Research Director,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
126,Research Director,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
126,Research Director,Science,Advanced,Controlled_MVP_Benchmark_Seed42
126,Research Director,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
126,Research Director,Critical Thinking,Intermediate,Controlled_MVP_Benchmark_Seed42
126,Research Director,Microsoft Visio,Advanced,Controlled_MVP_Benchmark_Seed42
126,Research Director,Adobe Acrobat,Proficient,Controlled_MVP_Benchmark_Seed42
126,Research Director,Learning Strategies,Advanced,Controlled_MVP_Benchmark_Seed42
126,Research Director,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
126,Research Director,Microsoft SharePoint,Advanced,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Salesforce software,Intermediate,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Active Learning,Advanced,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
128,Sales Executive,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Adobe Acrobat,Advanced,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Adobe Creative Cloud software,Advanced,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
129,Sales Executive,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Microsoft PowerPoint,Advanced,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Adobe InDesign,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Salesforce software,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Adobe Illustrator,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Autodesk AutoCAD,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Adobe Acrobat,Advanced,Controlled_MVP_Benchmark_Seed42
131,Sales Executive,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Microsoft Word,Advanced,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Database software,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,SAP software,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,MEDITECH software,Intermediate,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Data entry software,Advanced,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
132,Laboratory Technician,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Oracle HRIS,Proficient,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Adobe Creative Cloud software,Intermediate,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Learning Strategies,Advanced,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Adobe Illustrator,Intermediate,Controlled_MVP_Benchmark_Seed42
133,Human Resources,Adobe InDesign,Proficient,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Apache Hadoop,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Amazon Web Services AWS software,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Bash,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,GitHub,Advanced,Controlled_MVP_Benchmark_Seed42
134,Research Scientist,Go,Advanced,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Active Learning,Advanced,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Microsoft Office software,Advanced,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
137,Laboratory Technician,SAP software,Advanced,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Mathematics,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Learning Strategies,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,C,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Apache Spark,Intermediate,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,C++,Advanced,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Git,Advanced,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,GitHub,Proficient,Controlled_MVP_Benchmark_Seed42
138,Research Scientist,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Linux,Advanced,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Salesforce software,Intermediate,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Google Workspace software,Intermediate,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Intuit QuickBooks,Intermediate,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Google Analytics,Advanced,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Apache Hadoop,Advanced,Controlled_MVP_Benchmark_Seed42
139,Healthcare Representative,Microsoft Excel,Advanced,Controlled_MVP_Benchmark_Seed42
140,Manager,Amazon Web Services AWS software,Advanced,Controlled_MVP_Benchmark_Seed42
140,Manager,Adobe Acrobat,Intermediate,Controlled_MVP_Benchmark_Seed42
140,Manager,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
140,Manager,Atlassian Confluence,Intermediate,Controlled_MVP_Benchmark_Seed42
140,Manager,Microsoft PowerPoint,Advanced,Controlled_MVP_Benchmark_Seed42
140,Manager,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
140,Manager,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
