employee_id,job_role,total_required_skills,current_skills_count,matched_skills_count,missing_skills_count,career_readiness_pct,missing_skills_list,current_skills_list
273,Manufacturing Director,20,10,10,10,50.0,Active Learning|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Monitoring|Speaking,Active Listening|Adobe Acrobat|Adobe Photoshop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing
274,Manufacturing Director,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Writing,Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking
275,Manufacturing Director,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Writing,Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Atlassian JIRA|Learning Strategies|Microsoft Excel|Monitoring|Reading Comprehension|Speaking
277,Research Scientist,22,10,10,12,45.45,Active Learning|Ansible software|Apache Kafka|Apache Spark|Bash|C|Docker|Git|Learning Strategies|Mathematics|Reading Comprehension|Speaking,Active Listening|Amazon Web Services AWS software|Apache Hadoop|C++|Critical Thinking|GitHub|Go|Monitoring|Science|Writing
281,Laboratory Technician,20,11,11,9,55.0,Billing software|Commercial plate reader software|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Writing,Active Learning|Active Listening|Critical Thinking|Database software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Science|Speaking
282,Healthcare Representative,19,11,11,8,57.89,Amazon Web Services AWS software|Apache Hadoop|Google Analytics|IBM SPSS Statistics|Microsoft Excel|Microsoft Outlook|Salesforce software|Speaking,Active Learning|Active Listening|Critical Thinking|Google Workspace software|HubSpot software|Intuit QuickBooks|Linux|Microsoft Office software|Monitoring|Reading Comprehension|Writing
283,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Active Learning|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Salesforce software|Speaking|Writing
284,Research Scientist,22,9,9,13,40.91,Active Learning|Ansible software|Apache Kafka|C|C++|Critical Thinking|Git|GitHub|Go|Learning Strategies|Mathematics|Reading Comprehension|Science,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Spark|Bash|Docker|Monitoring|Speaking|Writing
286,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Database software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Science|Speaking,Billing software|Data entry software|Google Docs|MEDITECH software|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Writing
287,Healthcare Representative,19,8,8,11,42.11,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Google Analytics|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Office software|Reading Comprehension|Writing,Critical Thinking|Google Workspace software|HubSpot software|IBM SPSS Statistics|Microsoft Outlook|Monitoring|Salesforce software|Speaking
288,Healthcare Representative,19,11,11,8,57.89,Amazon Web Services AWS software|Critical Thinking|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Monitoring,Active Learning|Active Listening|Apache Hadoop|Google Analytics|Google Workspace software|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing
291,Sales Executive,19,10,10,9,52.63,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Monitoring|Salesforce software
292,Manufacturing Director,20,10,10,10,50.0,Active Listening|Adobe Acrobat|Apache Hadoop|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Active Learning|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Monitoring|Speaking
293,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft PowerPoint|Reading Comprehension|Salesforce software
296,Research Director,22,12,12,10,54.55,IBM SPSS Statistics|Microsoft Access|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Microsoft Visio|Monitoring|Reading Comprehension|Science|Writing,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Critical Thinking|ESRI ArcGIS software|Learning Strategies|Mathematics|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Speaking
297,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Bash|C++|Critical Thinking|Git|Learning Strategies|Reading Comprehension|Speaking,Active Listening|Apache Spark|C|Docker|GitHub|Go|Mathematics|Monitoring|Science|Writing
298,Manager,20,11,11,9,55.0,Active Listening|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint|Monitoring|Reading Comprehension,Active Learning|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Microsoft Excel|Microsoft Office software|Speaking|Writing
299,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Microsoft Excel|Monitoring|Salesforce software|Speaking|Writing,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension
300,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|C|GitHub|Go|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Science,Active Listening|Apache Hadoop|Apache Spark|Bash|C++|Critical Thinking|Docker|Git|Speaking|Writing
302,Sales Executive,19,12,12,7,63.16,Active Listening|Adobe Photoshop|Apple macOS|Microsoft Excel|Reading Comprehension|Salesforce software|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking
303,Sales Executive,19,11,11,8,57.89,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing
304,Laboratory Technician,20,11,11,9,55.0,Active Listening|Critical Thinking|Data entry software|Database software|Microsoft Office software|Microsoft Outlook|Reading Comprehension|SAP software|Science,Active Learning|Billing software|Commercial plate reader software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Microsoft Word|Monitoring|Speaking|Writing
305,Research Scientist,22,10,10,12,45.45,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Spark|C|C++|Docker|Go|Monitoring|Reading Comprehension|Speaking|Writing,Active Learning|Ansible software|Apache Kafka|Bash|Critical Thinking|Git|GitHub|Learning Strategies|Mathematics|Science
306,Research Director,22,11,11,11,50.0,Active Listening|Adobe Acrobat|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Access|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Microsoft Visio|Monitoring,Active Learning|Adobe Photoshop|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Project|Reading Comprehension|Science|Speaking|Writing
307,Sales Executive,19,11,11,8,57.89,Active Listening|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Salesforce software
308,Manufacturing Director,20,9,9,11,45.0,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Writing
309,Research Scientist,22,10,10,12,45.45,Active Listening|Apache Hadoop|Apache Kafka|Apache Spark|C|C++|Go|Mathematics|Reading Comprehension|Science|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Ansible software|Bash|Critical Thinking|Docker|Git|GitHub|Learning Strategies|Monitoring
311,Sales Representative,19,10,10,9,52.63,Active Learning|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Reading Comprehension|Salesforce software,Active Listening|Adobe Acrobat|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking|Writing
312,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Microsoft PowerPoint|Monitoring|Speaking|Writing
314,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Active Listening|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software
315,Research Scientist,22,9,9,13,40.91,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Spark|Bash|C++|Critical Thinking|Docker|Git|GitHub|Monitoring|Reading Comprehension|Speaking,Active Learning|Ansible software|Apache Kafka|C|Go|Learning Strategies|Mathematics|Science|Writing
316,Laboratory Technician,20,9,9,11,45.0,Billing software|Commercial plate reader software|Critical Thinking|Database software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Word|SAP software|Science|Speaking,Active Learning|Active Listening|Data entry software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing
319,Manager,20,12,12,8,60.0,Active Learning|Active Listening|Adobe Photoshop|Apple macOS|Atlassian JIRA|Microsoft Excel|Monitoring|Speaking,Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing
321,Human Resources,20,9,9,11,45.0,Adobe Acrobat|Adobe Creative Cloud software|Applicant tracking software|Critical Thinking|Learning Strategies|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Workday software|Writing,Active Learning|Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Oracle HRIS
323,Manager,20,15,15,5,75.0,Active Learning|Adobe Acrobat|Apache Hadoop|Atlassian JIRA|Monitoring,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing
325,Laboratory Technician,20,9,9,11,45.0,Active Learning|Critical Thinking|Database software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Writing,Active Listening|Billing software|Commercial plate reader software|Data entry software|MEDITECH software|Reading Comprehension|SAP software|Science|Speaking
327,Manager,20,12,12,8,60.0,Active Learning|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Speaking|Writing
328,Laboratory Technician,20,10,10,10,50.0,Active Learning|Active Listening|Commercial plate reader software|Critical Thinking|Database software|Google Docs|MEDITECH software|Microsoft Word|Monitoring|Reading Comprehension,Billing software|Data entry software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|SAP software|Science|Speaking|Writing
329,Manager,20,15,15,5,75.0,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Microsoft Excel|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking
330,Sales Representative,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Salesforce software|Speaking|Writing
331,Laboratory Technician,20,8,8,12,40.0,Billing software|Commercial plate reader software|Database software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|SAP software|Science|Writing,Active Learning|Active Listening|Critical Thinking|Data entry software|Microsoft Office software|Microsoft Word|Monitoring|Speaking
332,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Critical Thinking|Database software|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Billing software|Commercial plate reader software|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Microsoft Word|Science
333,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Salesforce software|Writing
334,Research Scientist,22,13,13,9,59.09,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|C++|Git|GitHub|Learning Strategies|Mathematics,Active Learning|Apache Hadoop|Apache Spark|Bash|C|Critical Thinking|Docker|Go|Monitoring|Reading Comprehension|Science|Speaking|Writing
335,Research Scientist,22,11,11,11,50.0,Active Listening|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|C++|Critical Thinking|GitHub|Learning Strategies|Mathematics|Monitoring,Active Learning|Amazon Web Services AWS software|Bash|C|Docker|Git|Go|Reading Comprehension|Science|Speaking|Writing
336,Manager,20,13,13,7,65.0,Active Listening|Adobe Photoshop|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Microsoft Excel|Microsoft PowerPoint,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Apple macOS|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Office software|Monitoring|Reading Comprehension|Speaking|Writing
337,Research Director,22,11,11,11,50.0,Active Listening|Adobe Acrobat|ESRI ArcGIS software|Learning Strategies|Mathematics|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Microsoft Visio|Speaking|Writing,Active Learning|Adobe Photoshop|Critical Thinking|IBM SPSS Statistics|Microsoft Access|Microsoft Excel|Microsoft Office software|Microsoft Project|Monitoring|Reading Comprehension|Science
338,Research Scientist,22,9,9,13,40.91,Active Listening|Apache Hadoop|Bash|C|Critical Thinking|Git|GitHub|Go|Learning Strategies|Reading Comprehension|Science|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C++|Docker|Mathematics|Monitoring
339,Manufacturing Director,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Monitoring|Writing,Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Speaking
340,Research Scientist,22,13,13,9,59.09,Ansible software|Apache Spark|Bash|Critical Thinking|Docker|Git|GitHub|Reading Comprehension|Speaking,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|C|C++|Go|Learning Strategies|Mathematics|Monitoring|Science|Writing
341,Manufacturing Director,20,10,10,10,50.0,Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft Office software|Reading Comprehension|Speaking|Writing,Active Learning|Active Listening|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring
342,Manufacturing Director,20,11,11,9,55.0,Active Learning|Adobe Photoshop|Apache Hadoop|Apple macOS|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Monitoring|Reading Comprehension|Speaking
343,Healthcare Representative,19,11,11,8,57.89,Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Workspace software|IBM SPSS Statistics|Linux|Microsoft Excel|Salesforce software,Active Learning|Apache Hadoop|Google Analytics|HubSpot software|Intuit QuickBooks|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking|Writing
346,Research Scientist,22,10,10,12,45.45,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Bash|C++|Critical Thinking|Git|Learning Strategies|Mathematics|Monitoring|Reading Comprehension,Active Learning|Ansible software|Apache Spark|C|Docker|GitHub|Go|Science|Speaking|Writing
347,Research Scientist,22,11,11,11,50.0,Active Listening|Amazon Web Services AWS software|Apache Spark|C++|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Science|Speaking|Writing,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Bash|C|Critical Thinking|Docker|Git|GitHub|Go
349,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Active Learning|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Writing
350,Manufacturing Director,20,9,9,11,45.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Speaking
351,Laboratory Technician,20,10,10,10,50.0,Active Learning|Active Listening|Commercial plate reader software|Data entry software|Database software|Microsoft Excel|Microsoft Outlook|Microsoft Word|SAP software|Science,Billing software|Critical Thinking|Google Docs|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
352,Research Director,22,14,14,8,63.64,Active Listening|Adobe Photoshop|Learning Strategies|Mathematics|Microsoft PowerPoint|Microsoft Project|Microsoft SharePoint|Reading Comprehension,Active Learning|Adobe Acrobat|Critical Thinking|ESRI ArcGIS software|IBM SPSS Statistics|Microsoft Access|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft Visio|Monitoring|Science|Speaking|Writing
353,Research Scientist,22,9,9,13,40.91,Active Learning|Active Listening|Apache Kafka|Apache Spark|Bash|C|C++|Critical Thinking|Docker|Git|GitHub|Learning Strategies|Monitoring,Amazon Web Services AWS software|Ansible software|Apache Hadoop|Go|Mathematics|Reading Comprehension|Science|Speaking|Writing
355,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Database software|Google Docs|Microsoft Excel|Microsoft PowerPoint|Monitoring|SAP software,Data entry software|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft Word|Reading Comprehension|Science|Speaking|Writing
359,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Word|Reading Comprehension,Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|SAP software|Science|Speaking|Writing
361,Sales Executive,19,10,10,9,52.63,Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Salesforce software|Writing
362,Laboratory Technician,20,10,10,10,50.0,Active Learning|Commercial plate reader software|Data entry software|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Microsoft Word|Monitoring|Science|Speaking,Active Listening|Billing software|Critical Thinking|Database software|Google Docs|Microsoft Office software|Microsoft Outlook|Reading Comprehension|SAP software|Writing
363,Manager,20,14,14,6,70.0,Adobe Acrobat|Adobe Creative Cloud software|Autodesk AutoCAD|Monitoring|Reading Comprehension|Writing,Active Learning|Active Listening|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking
364,Laboratory Technician,20,9,9,11,45.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Monitoring|SAP software|Science,Active Listening|Database software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|Speaking|Writing
366,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Writing,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Speaking
367,Healthcare Representative,19,9,9,10,47.37,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Google Workspace software|Linux|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Speaking|Writing,Active Listening|Critical Thinking|Google Analytics|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Microsoft Office software|Monitoring|Salesforce software
369,Healthcare Representative,19,8,8,11,42.11,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|Google Workspace software|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Microsoft Office software|Writing,Google Analytics|Linux|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Speaking
372,Healthcare Representative,19,12,12,7,63.16,Apache Hadoop|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Outlook|Reading Comprehension|Speaking,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Analytics|Google Workspace software|HubSpot software|Microsoft Excel|Microsoft Office software|Monitoring|Salesforce software|Writing
373,Laboratory Technician,20,11,11,9,55.0,Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Office software|Reading Comprehension|SAP software|Science|Speaking,Active Learning|Active Listening|Billing software|Commercial plate reader software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|Writing
374,Manager,20,16,16,4,80.0,Critical Thinking|Learning Strategies|Speaking|Writing,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension
376,Manager,20,10,10,10,50.0,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Atlassian JIRA|Learning Strategies|Monitoring|Reading Comprehension|Writing,Adobe Acrobat|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking
377,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Apache Hadoop|Apache Kafka|Apache Spark|Bash|Critical Thinking|Docker|Go|Learning Strategies|Science|Speaking,Amazon Web Services AWS software|Ansible software|C|C++|Git|GitHub|Mathematics|Monitoring|Reading Comprehension|Writing
378,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Monitoring|Speaking|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Salesforce software
379,Research Scientist,22,9,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Critical Thinking|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing,Bash|C|C++|Docker|Git|GitHub|Go|Learning Strategies|Science
380,Research Director,22,12,12,10,54.55,Active Listening|ESRI ArcGIS software|Learning Strategies|Microsoft Access|Microsoft Office software|Microsoft Outlook|Microsoft SharePoint|Microsoft Visio|Science|Speaking,Active Learning|Adobe Acrobat|Adobe Photoshop|Critical Thinking|IBM SPSS Statistics|Mathematics|Microsoft Excel|Microsoft PowerPoint|Microsoft Project|Monitoring|Reading Comprehension|Writing
381,Manager,20,10,10,10,50.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apache Hadoop|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Monitoring|Reading Comprehension|Writing,Active Learning|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking
382,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking|Writing,Active Listening|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Salesforce software
